,Name,Sex,Year,Last_Status,VT_BW
0,Miniature Pinscher,1,7.0,0,6.46
1,Shih Tzu,2,2.0,0,5.5
3,Pomeranian,3,9.0,0,7.4
4,Pomeranian,3,10.0,0,7.26
5,Yorkshire Terrier,4,8.0,0,2.81
6,Yorkshire Terrier,4,8.0,0,2.88
7,Yorkshire Terrier,4,8.0,0,3.01
8,Yorkshire Terrier,4,8.0,0,3.09
9,Yorkshire Terrier,4,8.0,0,3.03
10,Yorkshire Terrier,4,8.0,0,3.05
11,Yorkshire Terrier,4,8.0,0,3.18
12,Yorkshire Terrier,4,8.0,0,3.2
13,Yorkshire Terrier,4,8.0,0,3.22
14,Yorkshire Terrier,4,8.0,0,3.07
15,Yorkshire Terrier,3,4.0,0,4.4
16,Yorkshire Terrier,3,4.0,0,4.3
17,Yorkshire Terrier,3,4.0,0,4.26
18,Yorkshire Terrier,3,9.0,0,4.3
19,Yorkshire Terrier,3,9.0,0,4.5
20,Yorkshire Terrier,3,9.0,0,4.5
21,Yorkshire Terrier,3,11.0,0,4.28
22,Shih Tzu,1,5.0,2,4.94
23,Shih Tzu,1,7.0,2,5.5
24,Shih Tzu,1,8.0,2,5.53
25,Shih Tzu,1,8.0,2,5.59
26,Shih Tzu,1,9.0,2,5.69
27,Shih Tzu,1,9.0,2,5.69
28,Shih Tzu,1,9.0,2,5.46
29,Shih Tzu,1,9.0,2,5.23
30,Shih Tzu,1,10.0,2,4.9
31,Shih Tzu,1,10.0,2,4.8
32,Shih Tzu,1,11.0,2,5.0
33,Shih Tzu,1,11.0,2,5.09
34,Shih Tzu,1,11.0,2,5.0
35,Shih Tzu,1,11.0,2,5.09
36,Shih Tzu,1,11.0,2,4.98
37,Shih Tzu,1,11.0,2,4.9
38,Shih Tzu,1,11.0,2,4.98
39,Shih Tzu,1,12.0,2,5.17
40,Shih Tzu,1,12.0,2,4.69
41,Shih Tzu,1,12.0,2,4.69
42,Shih Tzu,1,13.0,2,4.69
43,Shih Tzu,1,13.0,2,4.59
44,Shih Tzu,1,13.0,2,3.7
45,Shih Tzu,1,13.0,2,3.7
46,Shih Tzu,1,13.0,2,3.3
47,Shih Tzu,1,13.0,2,3.58
48,Shih Tzu,3,6.0,0,9.38
49,Poodle,2,3.0,0,3.4
50,Miniature Schnauzer,1,3.0,0,4.44
51,Miniature Schnauzer,1,4.0,0,4.76
52,Miniature Schnauzer,1,4.0,0,4.5
53,Miniature Schnauzer,1,5.0,0,4.82
54,Miniature Schnauzer,1,5.0,0,5.0
55,Miniature Schnauzer,1,6.0,0,5.19
56,Miniature Schnauzer,1,7.0,0,5.0
57,Chihuahua,4,1.0,0,1.89
58,Chihuahua,4,1.0,0,1.79
63,Yorkshire Terrier,3,1.0,0,4.07
64,Yorkshire Terrier,3,2.0,0,4.4
65,Yorkshire Terrier,3,7.0,0,6.55
66,Yorkshire Terrier,3,7.0,0,5.8
67,Yorkshire Terrier,3,8.0,0,6.19
68,Yorkshire Terrier,3,8.0,0,5.8
69,Yorkshire Terrier,3,8.0,0,5.59
70,Shih Tzu,1,6.0,0,6.69
71,Yorkshire Terrier,4,10.0,2,1.34
72,Yorkshire Terrier,4,10.0,2,1.27
73,Yorkshire Terrier,4,10.0,2,1.34
74,Yorkshire Terrier,4,10.0,2,1.5
75,Yorkshire Terrier,4,10.0,2,1.39
76,Yorkshire Terrier,4,10.0,2,1.48
77,Yorkshire Terrier,4,10.0,2,1.5
78,Yorkshire Terrier,4,10.0,2,1.5
79,Yorkshire Terrier,4,10.0,2,1.62
80,Yorkshire Terrier,4,10.0,2,1.67
81,Yorkshire Terrier,4,10.0,2,1.58
82,Yorkshire Terrier,4,11.0,2,1.25
83,Yorkshire Terrier,4,11.0,2,1.29
84,Yorkshire Terrier,4,11.0,2,1.37
85,Yorkshire Terrier,4,11.0,2,1.32
86,Yorkshire Terrier,4,11.0,2,1.29
87,Yorkshire Terrier,4,11.0,2,1.34
88,Yorkshire Terrier,4,11.0,2,1.32
89,Yorkshire Terrier,4,11.0,2,1.29
90,Yorkshire Terrier,4,11.0,2,1.27
91,Yorkshire Terrier,4,11.0,2,1.36
92,Yorkshire Terrier,4,11.0,2,1.44
93,Yorkshire Terrier,4,11.0,2,1.5
94,Yorkshire Terrier,4,12.0,2,1.37
95,Yorkshire Terrier,4,12.0,2,1.37
96,Yorkshire Terrier,4,12.0,2,1.5
97,Yorkshire Terrier,4,12.0,2,1.46
98,Yorkshire Terrier,4,12.0,2,1.63
99,Yorkshire Terrier,4,12.0,2,1.63
100,Yorkshire Terrier,4,12.0,2,1.62
101,Yorkshire Terrier,4,13.0,2,1.6
102,Yorkshire Terrier,4,14.0,2,1.27
103,Yorkshire Terrier,4,14.0,2,1.36
104,Yorkshire Terrier,4,14.0,2,1.32
105,Yorkshire Terrier,4,14.0,2,1.34
106,Yorkshire Terrier,4,14.0,2,1.25
107,Poodle,2,4.0,0,0.0
108,Poodle,2,5.0,0,4.65
109,Poodle,2,5.0,0,4.3
110,Poodle,2,5.0,0,4.0
111,Poodle,2,5.0,0,4.28
112,Poodle,2,6.0,0,4.15
113,Poodle,2,6.0,0,4.38
114,Poodle,2,8.0,0,4.8
115,Poodle,2,8.0,0,4.9
116,Poodle,2,8.0,0,4.76
117,Poodle,2,8.0,0,5.01
118,Poodle,2,8.0,0,5.0
119,Poodle,2,13.0,0,5.3
120,Poodle,2,13.0,0,5.6
121,Poodle,2,13.0,0,5.1
122,Poodle,2,14.0,0,5.2
123,Poodle,2,14.0,0,5.4
124,Poodle,2,14.0,0,5.38
125,Poodle,2,14.0,0,5.0
126,Poodle,2,14.0,0,4.6
127,Poodle,2,15.0,0,4.9
128,Poodle,2,15.0,0,5.0
129,Poodle,2,16.0,0,5.0
130,Poodle,2,16.0,0,5.1
131,Poodle,2,16.0,0,5.1
132,Poodle,2,16.0,0,4.9
133,Shih Tzu,3,5.0,0,5.4
134,Shih Tzu,3,7.0,0,5.69
135,Shih Tzu,3,8.0,0,5.19
136,Shih Tzu,3,10.0,0,5.4
137,Shih Tzu,3,11.0,0,5.57
138,Shih Tzu,3,11.0,0,5.44
139,Shih Tzu,3,12.0,0,5.3
140,Shih Tzu,3,12.0,0,5.3
141,Shih Tzu,3,12.0,0,5.0
142,Shih Tzu,3,13.0,0,4.9
143,Shih Tzu,3,14.0,0,4.7
144,Poodle,2,2.0,0,2.0
145,Poodle,2,6.0,0,2.2
146,Yorkshire Terrier,3,5.0,2,5.19
147,Yorkshire Terrier,3,5.0,2,5.19
148,Yorkshire Terrier,3,5.0,2,5.05
149,Yorkshire Terrier,3,6.0,2,5.5
150,Yorkshire Terrier,3,6.0,2,5.5
151,Yorkshire Terrier,3,8.0,2,5.46
152,Yorkshire Terrier,3,8.0,2,5.19
153,Yorkshire Terrier,3,10.0,2,4.98
154,Yorkshire Terrier,3,10.0,2,5.21
155,Yorkshire Terrier,3,11.0,2,5.19
156,Yorkshire Terrier,3,11.0,2,5.5
157,Yorkshire Terrier,3,12.0,2,5.61
158,Yorkshire Terrier,3,13.0,2,5.55
159,Yorkshire Terrier,1,13.0,0,10.0
160,Yorkshire Terrier,1,13.0,0,8.6
161,Yorkshire Terrier,1,13.0,0,7.0
162,Yorkshire Terrier,1,13.0,0,7.0
163,Yorkshire Terrier,1,13.0,0,6.59
164,Yorkshire Terrier,1,13.0,0,6.59
165,Yorkshire Terrier,1,13.0,0,6.6
166,Yorkshire Terrier,1,13.0,0,7.1
167,Yorkshire Terrier,1,13.0,0,7.2
168,Miniature Schnauzer,4,11.0,0,6.55
169,Miniature Schnauzer,4,11.0,0,6.69
170,Miniature Schnauzer,4,11.0,0,6.19
171,Miniature Schnauzer,4,12.0,0,5.82
172,Yorkshire Terrier,2,12.0,0,4.4
173,Yorkshire Terrier,2,12.0,0,4.46
174,Yorkshire Terrier,2,12.0,0,4.0
175,Yorkshire Terrier,2,12.0,0,3.59
176,Yorkshire Terrier,2,13.0,0,3.74
177,Yorkshire Terrier,2,13.0,0,3.75
178,Yorkshire Terrier,2,13.0,0,3.83
179,Yorkshire Terrier,2,13.0,0,3.74
180,Yorkshire Terrier,2,13.0,0,3.24
181,Yorkshire Terrier,2,13.0,0,3.38
182,Yorkshire Terrier,2,13.0,0,3.22
183,Yorkshire Terrier,2,13.0,0,3.2
184,Yorkshire Terrier,2,13.0,0,3.24
185,Yorkshire Terrier,2,13.0,0,3.16
186,Yorkshire Terrier,2,13.0,0,3.75
187,Yorkshire Terrier,2,13.0,0,3.31
188,Yorkshire Terrier,2,13.0,0,3.38
189,Yorkshire Terrier,2,13.0,0,3.27
190,Yorkshire Terrier,2,13.0,0,3.31
191,Yorkshire Terrier,2,13.0,0,3.42
192,Yorkshire Terrier,2,13.0,0,3.33
193,Yorkshire Terrier,2,13.0,0,3.38
194,Yorkshire Terrier,2,13.0,0,3.18
195,Yorkshire Terrier,2,13.0,0,3.2
196,Yorkshire Terrier,2,13.0,0,3.18
197,Yorkshire Terrier,2,13.0,0,3.11
198,Yorkshire Terrier,2,13.0,0,3.34
199,Yorkshire Terrier,2,14.0,0,3.2
200,Yorkshire Terrier,2,14.0,0,2.94
201,Yorkshire Terrier,4,4.0,0,3.15
202,Yorkshire Terrier,4,4.0,0,3.24
203,Yorkshire Terrier,4,4.0,0,3.35
204,Yorkshire Terrier,4,4.0,0,3.29
205,Yorkshire Terrier,4,4.0,0,3.5
206,Yorkshire Terrier,4,5.0,0,3.64
207,Yorkshire Terrier,4,6.0,0,3.75
208,Yorkshire Terrier,4,6.0,0,3.68
209,Yorkshire Terrier,4,6.0,0,3.7
210,Yorkshire Terrier,4,6.0,0,3.7
211,Yorkshire Terrier,4,7.0,0,3.85
212,Yorkshire Terrier,4,8.0,0,3.85
213,Yorkshire Terrier,4,8.0,0,3.93
214,Yorkshire Terrier,4,8.0,0,4.0
215,Yorkshire Terrier,4,8.0,0,4.09
216,Yorkshire Terrier,4,9.0,0,4.53
217,Yorkshire Terrier,4,9.0,0,4.69
218,Yorkshire Terrier,4,9.0,0,4.59
219,Yorkshire Terrier,4,9.0,0,4.5
220,Yorkshire Terrier,4,10.0,0,4.4
221,Yorkshire Terrier,4,10.0,0,4.69
222,Yorkshire Terrier,4,10.0,0,4.69
223,Yorkshire Terrier,4,10.0,0,4.69
224,Yorkshire Terrier,4,10.0,0,4.9
225,Yorkshire Terrier,4,11.0,0,4.8
226,Yorkshire Terrier,4,11.0,0,4.9
227,Yorkshire Terrier,4,11.0,0,4.8
228,Yorkshire Terrier,4,11.0,0,4.69
229,Yorkshire Terrier,4,11.0,0,4.61
230,Yorkshire Terrier,4,11.0,0,4.19
231,Yorkshire Terrier,4,11.0,0,4.17
232,Yorkshire Terrier,4,11.0,0,4.19
233,Yorkshire Terrier,4,11.0,0,4.13
234,Yorkshire Terrier,4,11.0,0,4.07
235,Yorkshire Terrier,4,11.0,0,3.9
236,Yorkshire Terrier,4,11.0,0,4.0
237,Yorkshire Terrier,4,11.0,0,3.86
238,Yorkshire Terrier,4,11.0,0,3.94
239,Yorkshire Terrier,4,11.0,0,4.0
240,Yorkshire Terrier,4,11.0,0,4.0
241,Yorkshire Terrier,4,11.0,0,4.44
242,Yorkshire Terrier,4,11.0,0,4.57
243,Yorkshire Terrier,4,12.0,0,4.1
244,Yorkshire Terrier,4,12.0,0,4.09
245,Yorkshire Terrier,4,12.0,0,4.1
246,Yorkshire Terrier,4,12.0,0,4.0
247,Yorkshire Terrier,4,12.0,0,4.0
248,Yorkshire Terrier,4,12.0,0,4.0
249,Yorkshire Terrier,4,12.0,0,4.1
250,Yorkshire Terrier,4,12.0,0,4.0
251,Yorkshire Terrier,4,12.0,0,4.0
252,Yorkshire Terrier,4,12.0,0,4.08
253,Yorkshire Terrier,4,12.0,0,4.05
254,Yorkshire Terrier,4,12.0,0,3.9
255,Yorkshire Terrier,4,12.0,0,4.02
256,Yorkshire Terrier,4,12.0,0,4.1
257,Yorkshire Terrier,4,12.0,0,4.14
258,Yorkshire Terrier,4,12.0,0,4.28
259,Yorkshire Terrier,4,12.0,0,4.2
260,Yorkshire Terrier,4,12.0,0,4.28
261,Yorkshire Terrier,4,12.0,0,4.14
262,Yorkshire Terrier,4,12.0,0,4.0
263,Yorkshire Terrier,4,12.0,0,4.18
264,Yorkshire Terrier,4,12.0,0,3.98
265,Yorkshire Terrier,4,12.0,0,4.05
266,Yorkshire Terrier,4,12.0,0,3.99
267,Yorkshire Terrier,4,12.0,0,4.0
268,Yorkshire Terrier,4,12.0,0,4.26
269,Yorkshire Terrier,4,12.0,0,4.06
270,Yorkshire Terrier,4,12.0,0,4.02
271,Yorkshire Terrier,4,12.0,0,4.0
272,Yorkshire Terrier,4,12.0,0,3.98
273,Yorkshire Terrier,4,12.0,0,4.1
274,Yorkshire Terrier,4,12.0,0,4.06
275,Yorkshire Terrier,4,12.0,0,4.16
276,Yorkshire Terrier,4,12.0,0,4.0
277,Yorkshire Terrier,4,12.0,0,4.0
278,Yorkshire Terrier,4,12.0,0,4.15
279,Yorkshire Terrier,4,12.0,0,4.2
280,Yorkshire Terrier,4,12.0,0,4.2
281,Yorkshire Terrier,4,12.0,0,4.16
282,Yorkshire Terrier,4,12.0,0,4.15
283,Yorkshire Terrier,4,12.0,0,4.08
284,Yorkshire Terrier,4,12.0,0,4.1
285,Yorkshire Terrier,4,12.0,0,4.06
286,Yorkshire Terrier,4,12.0,0,4.06
287,Yorkshire Terrier,4,12.0,0,4.25
288,Yorkshire Terrier,4,12.0,0,4.08
289,Yorkshire Terrier,4,12.0,0,4.1
290,Yorkshire Terrier,4,12.0,0,4.15
291,Yorkshire Terrier,4,12.0,0,4.26
292,Yorkshire Terrier,4,12.0,0,4.2
293,Yorkshire Terrier,4,12.0,0,4.0
294,Yorkshire Terrier,4,12.0,0,4.0
295,Yorkshire Terrier,4,13.0,0,4.0
297,Shih Tzu,3,4.0,0,7.55
298,Shih Tzu,3,6.0,0,8.31
299,Shih Tzu,3,7.0,0,7.78
300,Shih Tzu,3,7.0,0,8.0
301,Shih Tzu,3,8.0,0,7.69
302,Shih Tzu,3,8.0,0,8.11
303,Shih Tzu,3,8.0,0,8.19
304,Shih Tzu,3,8.0,0,8.39
305,Shih Tzu,3,8.0,0,8.68
306,Shih Tzu,3,9.0,0,8.6
307,Shih Tzu,3,9.0,0,8.69
308,Shih Tzu,3,9.0,0,8.56
309,Shih Tzu,3,9.0,0,8.15
310,Shih Tzu,3,13.0,0,6.5
311,Shih Tzu,3,14.0,0,6.3
312,Golden Retriever,4,3.0,0,38.0
313,Golden Retriever,4,4.0,0,38.5
314,Golden Retriever,4,4.0,0,0.0
321,Yorkshire Terrier,3,6.0,0,6.42
322,Yorkshire Terrier,3,7.0,0,5.69
323,Yorkshire Terrier,3,9.0,0,6.07
324,Yorkshire Terrier,3,11.0,0,6.0
325,Yorkshire Terrier,3,11.0,0,6.3
326,Yorkshire Terrier,3,11.0,0,6.0
327,Yorkshire Terrier,3,16.0,0,5.1
328,Yorkshire Terrier,3,16.0,0,5.0
329,Pomeranian,1,11.0,0,3.16
330,Pomeranian,1,15.0,0,2.67
331,Pomeranian,1,16.0,0,2.03
332,Pomeranian,1,17.0,0,2.07
333,Pomeranian,1,17.0,0,1.94
334,Pomeranian,1,17.0,0,1.91
335,Maltese,2,3.0,0,2.46
336,Maltese,2,4.0,0,2.59
337,Maltese,2,4.0,0,2.7
338,Mixed,1,11.0,0,6.3
339,Mixed,1,11.0,0,5.6
340,Mixed,1,11.0,0,5.7
341,Mixed,1,11.0,0,6.0
342,Mixed,1,11.0,0,6.0
343,Yorkshire Terrier,1,11.0,0,2.4
344,Yorkshire Terrier,1,11.0,0,2.29
345,Yorkshire Terrier,1,11.0,0,2.25
346,Yorkshire Terrier,1,12.0,0,2.5
347,Shih Tzu,3,4.0,0,4.5
348,Mixed,3,14.0,2,9.0
349,Mixed,3,14.0,2,8.9
350,Mixed,3,14.0,2,8.7
351,Mixed,3,14.0,2,9.2
352,Mixed,3,14.0,2,8.9
353,Mixed,3,14.0,2,8.8
354,Mixed,3,14.0,2,8.75
355,Mixed,3,14.0,2,8.6
356,Mixed,3,15.0,2,7.3
357,Mixed,3,15.0,2,7.6
358,Mixed,3,15.0,2,6.9
359,Mixed,3,15.0,2,6.9
360,Mixed,3,15.0,2,6.9
361,Mixed,3,15.0,2,6.25
362,Mixed,3,15.0,2,6.3
363,Mixed,3,15.0,2,5.95
364,Chihuahua,2,3.0,0,1.29
365,Maltese,1,0.0,0,4.19
366,Poodle,2,13.0,2,3.29
367,Poodle,2,14.0,2,3.59
368,Shih Tzu,3,1.0,0,6.23
369,Maltese,2,9.0,0,2.46
370,Maltese,1,11.0,0,4.3
371,Yorkshire Terrier,3,5.0,0,3.4
372,Yorkshire Terrier,1,8.0,0,4.5
373,Pekingese,3,6.0,0,5.55
374,Pekingese,3,6.0,0,5.15
375,Maltese,1,5.0,2,6.09
376,Maltese,1,6.0,2,6.4
377,Maltese,1,6.0,2,6.5
378,Maltese,1,7.0,2,6.5
379,Maltese,1,8.0,2,6.5
380,Maltese,1,10.0,2,6.0
381,Maltese,1,11.0,2,5.8
382,Maltese,1,11.0,2,5.21
383,Maltese,1,13.0,2,5.03
384,Yorkshire Terrier,1,3.0,2,5.19
385,Yorkshire Terrier,1,3.0,2,5.46
386,Yorkshire Terrier,1,3.0,2,5.48
387,Yorkshire Terrier,1,3.0,2,5.76
388,Yorkshire Terrier,1,4.0,2,5.71
389,Yorkshire Terrier,1,4.0,2,5.59
390,Yorkshire Terrier,1,5.0,2,5.55
391,Yorkshire Terrier,1,6.0,2,5.26
392,Yorkshire Terrier,1,8.0,2,5.07
393,Yorkshire Terrier,1,8.0,2,4.98
394,Yorkshire Terrier,1,8.0,2,4.92
395,Yorkshire Terrier,1,8.0,2,4.69
396,Yorkshire Terrier,1,8.0,2,4.59
397,Yorkshire Terrier,1,8.0,2,4.55
398,Yorkshire Terrier,1,8.0,2,4.36
399,Yorkshire Terrier,1,8.0,2,4.44
400,Yorkshire Terrier,1,8.0,2,4.07
401,Yorkshire Terrier,1,8.0,2,4.9
402,Yorkshire Terrier,1,8.0,2,4.88
403,Yorkshire Terrier,1,8.0,2,5.3
404,Yorkshire Terrier,1,9.0,2,5.61
405,Yorkshire Terrier,1,9.0,2,5.8
406,Yorkshire Terrier,1,9.0,2,5.59
407,Yorkshire Terrier,1,11.0,2,5.8
408,Yorkshire Terrier,1,11.0,2,5.69
409,Yorkshire Terrier,1,11.0,2,4.58
410,Yorkshire Terrier,1,11.0,2,5.6
411,Yorkshire Terrier,1,12.0,2,5.5
412,Yorkshire Terrier,1,12.0,2,5.9
413,Yorkshire Terrier,1,13.0,2,6.9
414,Yorkshire Terrier,1,13.0,2,6.8
415,Yorkshire Terrier,1,14.0,2,6.2
416,Yorkshire Terrier,1,14.0,2,6.1
417,Yorkshire Terrier,1,14.0,2,6.2
418,Yorkshire Terrier,1,15.0,2,5.8
419,Yorkshire Terrier,1,15.0,2,5.7
420,Yorkshire Terrier,1,15.0,2,5.65
421,Yorkshire Terrier,1,15.0,2,5.2
422,Yorkshire Terrier,1,15.0,2,5.3
423,Yorkshire Terrier,1,15.0,2,5.3
424,Yorkshire Terrier,1,15.0,2,5.3
425,Yorkshire Terrier,1,15.0,2,5.2
426,Yorkshire Terrier,1,16.0,2,4.9
427,Yorkshire Terrier,1,16.0,2,5.0
428,Yorkshire Terrier,1,16.0,2,4.5
429,Yorkshire Terrier,1,16.0,2,4.45
430,Yorkshire Terrier,1,16.0,2,4.4
431,Yorkshire Terrier,1,16.0,2,4.48
432,Miniature Schnauzer,3,7.0,2,7.26
433,Miniature Schnauzer,3,7.0,2,7.5
434,Miniature Schnauzer,3,8.0,2,7.8
435,Miniature Schnauzer,3,9.0,2,6.69
436,Miniature Schnauzer,3,9.0,2,7.0
437,Miniature Schnauzer,3,13.0,2,7.67
438,Miniature Schnauzer,3,13.0,2,7.5
439,Miniature Schnauzer,3,14.0,2,7.34
440,Miniature Schnauzer,3,15.0,2,7.9
441,Miniature Schnauzer,3,16.0,2,8.0
442,Miniature Schnauzer,3,16.0,2,8.2
443,Miniature Schnauzer,3,17.0,2,8.0
444,Miniature Schnauzer,3,17.0,2,7.7
445,Miniature Schnauzer,3,17.0,2,7.9
446,Miniature Schnauzer,3,17.0,2,8.1
447,Miniature Schnauzer,3,17.0,2,7.7
448,Miniature Schnauzer,3,17.0,2,7.9
449,Miniature Schnauzer,3,17.0,2,7.9
450,Miniature Schnauzer,3,17.0,2,7.7
451,Miniature Schnauzer,3,17.0,2,8.0
452,Miniature Schnauzer,3,17.0,2,7.7
453,Miniature Schnauzer,3,17.0,2,7.9
454,Miniature Schnauzer,3,18.0,2,7.9
455,Miniature Schnauzer,3,18.0,2,7.68
456,Miniature Schnauzer,3,18.0,2,7.5
457,Miniature Schnauzer,3,18.0,2,7.45
458,Miniature Schnauzer,3,18.0,2,7.8
459,Miniature Schnauzer,3,18.0,2,7.95
460,Miniature Schnauzer,3,18.0,2,8.0
461,Miniature Schnauzer,3,18.0,2,8.1
462,Miniature Schnauzer,3,18.0,2,8.3
463,Miniature Schnauzer,3,18.0,2,8.3
464,Miniature Schnauzer,3,18.0,2,8.4
465,Miniature Schnauzer,3,19.0,2,8.4
466,Poodle,4,10.0,0,1.79
467,Poodle,4,10.0,0,1.86
468,Poodle,4,10.0,0,1.86
469,Poodle,4,11.0,0,1.91
470,Poodle,4,11.0,0,1.86
471,Poodle,4,11.0,0,1.89
472,Poodle,4,11.0,0,2.07
473,Poodle,4,11.0,0,1.84
474,Poodle,4,11.0,0,1.87
475,Poodle,4,11.0,0,1.96
476,Poodle,4,12.0,0,1.89
477,Poodle,4,12.0,0,1.87
478,Poodle,4,12.0,0,2.0
479,Poodle,4,12.0,0,2.0
480,Poodle,4,12.0,0,1.89
481,Poodle,4,12.0,0,1.91
482,Poodle,4,12.0,0,1.96
483,Poodle,4,12.0,0,1.94
517,Mixed,2,16.0,0,8.5
518,Mixed,2,16.0,0,8.5
519,Pekingese,2,2.0,2,4.5
520,Pekingese,2,4.0,2,3.44
521,Pekingese,2,4.0,2,3.59
522,Pekingese,2,5.0,2,4.5
523,Pekingese,2,7.0,2,4.09
524,Pekingese,2,7.0,2,4.44
525,Pekingese,2,7.0,2,4.8
526,Pekingese,2,8.0,2,4.19
527,Miniature Schnauzer,2,8.0,2,6.9
528,Miniature Schnauzer,2,10.0,2,7.0
529,Miniature Schnauzer,2,10.0,2,0.0
530,Miniature Schnauzer,2,13.0,2,6.9
531,Miniature Schnauzer,2,15.0,2,6.5
532,Dachshund,2,7.0,0,4.63
533,Maltese,4,13.0,0,3.74
534,Poodle,1,5.0,0,4.88
535,Poodle,1,5.0,0,4.8
536,Poodle,1,6.0,0,6.0
537,Poodle,1,7.0,0,5.69
538,Poodle,1,7.0,0,5.86
539,Miniature Schnauzer,2,1.0,0,5.76
540,Miniature Schnauzer,2,2.0,0,6.05
541,Poodle,4,12.0,2,4.13
542,Poodle,4,13.0,2,4.42
543,Poodle,4,13.0,2,4.4
544,Poodle,4,13.0,2,4.4
545,Poodle,4,14.0,2,4.21
546,Poodle,4,14.0,2,4.0
547,Poodle,4,14.0,2,3.79
548,Poodle,4,14.0,2,3.83
549,Poodle,4,14.0,2,3.81
550,Poodle,4,14.0,2,4.3
551,Poodle,4,14.0,2,4.19
552,Poodle,4,14.0,2,4.0
553,Poodle,4,14.0,2,4.09
554,Poodle,4,14.0,2,4.15
555,Poodle,4,14.0,2,4.19
556,Poodle,4,14.0,2,4.17
557,Poodle,4,14.0,2,4.36
558,Poodle,4,14.0,2,4.19
559,Poodle,4,14.0,2,3.83
560,Poodle,4,14.0,2,3.79
561,Poodle,4,14.0,2,3.92
562,Poodle,4,14.0,2,3.9
563,Poodle,4,14.0,2,3.83
564,Poodle,4,14.0,2,3.9
565,Poodle,4,14.0,2,3.94
566,Poodle,4,14.0,2,4.01
567,Poodle,4,14.0,2,4.17
568,Poodle,4,14.0,2,3.9
569,Poodle,4,14.0,2,4.13
570,Poodle,4,14.0,2,3.92
571,Poodle,4,14.0,2,4.19
572,Poodle,4,14.0,2,4.25
573,Poodle,4,14.0,2,4.0
574,Poodle,4,14.0,2,4.09
575,Poodle,4,14.0,2,4.3
576,Poodle,4,14.0,2,4.19
577,Poodle,4,14.0,2,4.05
578,Poodle,4,14.0,2,4.26
579,Poodle,4,14.0,2,4.4
580,Poodle,4,15.0,2,4.23
581,Poodle,4,15.0,2,4.26
582,Poodle,4,15.0,2,4.23
583,Poodle,4,15.0,2,4.21
584,Poodle,4,15.0,2,4.3
585,Poodle,4,15.0,2,4.19
586,Poodle,4,15.0,2,4.23
587,Poodle,4,15.0,2,4.19
588,Poodle,4,15.0,2,4.19
589,Poodle,4,15.0,2,4.05
590,Poodle,4,15.0,2,4.09
591,Poodle,4,15.0,2,4.09
592,Poodle,4,15.0,2,4.07
593,Poodle,4,15.0,2,4.07
594,Poodle,4,15.0,2,4.19
595,Poodle,4,15.0,2,4.07
596,Poodle,4,15.0,2,4.01
597,Poodle,4,15.0,2,4.09
598,Poodle,4,15.0,2,3.9
599,Poodle,4,15.0,2,3.85
600,Poodle,4,15.0,2,4.09
601,Poodle,4,15.0,2,3.96
602,Poodle,4,15.0,2,3.85
603,Poodle,4,15.0,2,3.77
604,Poodle,4,15.0,2,4.01
605,Poodle,4,15.0,2,3.7
606,Poodle,4,15.0,2,3.75
607,Maltese,1,0.0,0,1.62
608,Maltese,1,2.0,0,2.59
609,Maltese,1,3.0,0,2.98
610,Maltese,1,5.0,0,3.29
611,Maltese,1,5.0,0,3.38
612,Maltese,1,5.0,0,3.33
613,Maltese,2,0.0,0,2.59
614,Yorkshire Terrier,2,7.0,0,1.7
615,Yorkshire Terrier,2,10.0,0,1.55
616,Shih Tzu,2,0.0,0,4.4
617,Poodle,3,3.0,0,6.17
618,Poodle,3,3.0,0,6.05
619,Poodle,3,4.0,0,6.09
620,Poodle,3,4.0,0,0.0
621,Poodle,3,7.0,0,7.05
622,Poodle,3,8.0,0,7.38
623,Poodle,3,8.0,0,7.5
624,Poodle,3,8.0,0,7.3
625,Poodle,3,9.0,0,7.51
626,Poodle,3,9.0,0,8.27
627,Poodle,3,9.0,0,8.15
628,Poodle,1,2.0,0,3.85
629,Poodle,1,4.0,0,3.9
630,Poodle,1,4.0,0,3.79
631,Cocker Spaniel,2,1.0,0,10.39
632,Cocker Spaniel,2,1.0,0,8.5
633,Cocker Spaniel,2,2.0,0,9.6
634,Shih Tzu,2,6.0,0,4.69
635,Shih Tzu,2,6.0,0,5.3
636,Shih Tzu,2,7.0,0,4.96
637,Shih Tzu,2,9.0,0,5.8
638,Shih Tzu,2,9.0,0,5.48
639,Shih Tzu,2,9.0,0,5.09
640,Shih Tzu,2,4.0,0,5.4
641,Shih Tzu,2,5.0,0,5.59
642,Shih Tzu,2,7.0,0,6.42
643,Shih Tzu,2,7.0,0,6.19
644,Maltese,1,3.0,0,3.9
645,Shih Tzu,3,4.0,2,9.3
646,Shih Tzu,2,2.0,0,5.09
647,Shih Tzu,2,4.0,0,4.69
648,Shih Tzu,2,4.0,0,4.8
649,Shih Tzu,2,4.0,0,4.67
650,Maltese,3,1.0,0,2.79
651,Maltese,3,2.0,0,3.09
652,Maltese,1,1.0,0,2.9
653,Maltese,1,1.0,0,2.9
654,Maltese,1,4.0,0,2.68
655,Maltese,1,5.0,0,3.0
656,Maltese,1,7.0,0,2.9
657,Maltese,1,7.0,0,3.27
658,Shih Tzu,3,6.0,2,6.32
659,Shih Tzu,3,6.0,2,6.44
660,Shih Tzu,3,6.0,2,6.5
661,Shih Tzu,3,7.0,2,6.92
662,Shih Tzu,3,7.0,2,6.55
